timestamp,key,size
1776581197422,courts/cand/,671
1776581198756,dockets/2314352/,1639
1776581199948,opinions/3717771/,125
1776581202391,courts/cand/,671
1776581203715,dockets/46138337/,1827
1776581206294,clusters/7612583/,1871
1776581208005,courts/ca8/,607
1776581209216,dockets/25848227/,1784
1776581211886,clusters/3106299/,1353
1776581212962,courts/cand/,671
1776581215557,opinions/8801947/,116
1776581216890,clusters/3256753/,1280
1776581218154,courts/ca11/,624
1776581219306,dockets/1898962/,1644
1776581220691,opinions/2123710/,100
1776581222164,clusters/9283823/,1664
1776581223678,courts/ca4/,633
1776581225047,dockets/65884624/,1770
1776581226570,opinions/205780/,123
1776581227845,clusters/7389841/,1909
1776581229128,courts/ca1/,605
1776581230320,dockets/64119727/,1644
1776581231491,opinions/1096281/,125
1776581232605,clusters/10560347/,21750
1776581234330,courts/ca4/,633
1776581236950,opinions/1429099/,11664
1776581238085,clusters/6982242/,1908
1776581239415,courts/caed/,770
1776581241647,opinions/7427626/,130
1776581243049,clusters/7194571/,3577
1776581244370,courts/caed/,770
1776581245338,dockets/13318905/,1715
1776581246879,opinions/3486103/,98
1776581247925,clusters/1362100/,2969
1776581249126,courts/ca5/,605
1776581250508,dockets/21009453/,1833
1776581251903,opinions/7558198/,100
1776581253242,clusters/547606/,5144
1776581254478,courts/ca9/,605
1776581255896,dockets/60939054/,1708
1776581257018,opinions/3916202/,27148
1776581258379,clusters/10486734/,21739
1776581260595,courts/ca6/,629
1776581261833,dockets/73089926/,2525
1776581263080,opinions/2499628/,88683
1776581264900,clusters/1198059/,3317
1776581266187,courts/ca9/,605
1776581268883,opinions/7367773/,100
1776581271745,courts/ca8/,607
1776581273116,dockets/66276073/,1690
1776581274425,opinions/10033391/,114
1776581275611,clusters/5407659/,1514
1776581276813,courts/scotus/,600
1776581279371,opinions/348051/,1801
1776581280718,clusters/4521645/,1280
1776581282043,courts/ca5/,605
1776581285192,dockets/59355026/,1864
1776581286700,opinions/3044883/,85709
1776581288088,clusters/8249790/,1495
1776581289550,courts/cand/,671
1776581290750,dockets/44735896/,1821
1776581292096,opinions/1754895/,1463
1776581294517,courts/cadc/,632
1776581296916,opinions/1477399/,129
1776581298240,clusters/6780933/,8339
1776581299791,courts/scotus/,600
1776581301967,dockets/72825680/,2336
1776581304600,clusters/8363327/,2540
1776581305859,courts/ca1/,605
1776581308506,opinions/4832328/,99
1776581309735,clusters/2037192/,3136
1776581310923,courts/caed/,770
1776581312354,dockets/21257158/,1758
1776581313596,opinions/229420/,146
1776581315658,clusters/1903562/,1854
1776581316997,courts/ca3/,605
1776581318187,dockets/20665655/,1722
1776581320984,clusters/6970772/,1834
1776581322509,courts/cand/,671
1776581324746,opinions/3197912/,22550
1776581326092,clusters/2290230/,5725
1776581327643,courts/ca8/,607
1776581329034,dockets/55692630/,1710
1776581332126,clusters/4745251/,1306
1776581333629,courts/cacd/,672
1776581335002,dockets/65718415/,2005
1776581337140,opinions/7491823/,130
1776581338362,clusters/9259638/,1659
1776581339629,courts/cadc/,632
1776581340879,dockets/43188225/,1775
1776581343729,clusters/6891663/,1690
1776581344768,courts/cand/,671
1776581346210,dockets/51167979/,1831
1776581347521,opinions/11134851/,115
1776581348959,clusters/2551904/,1617
1776581350116,courts/ca1/,605
1776581352516,opinions/1683839/,44132
1776581353891,clusters/8823995/,2825
1776581355233,courts/scotus/,600
1776581356584,dockets/55026399/,1844
1776581357909,opinions/2589752/,102
1776581359309,clusters/4446345/,1329
1776581360609,courts/cadc/,632
1776581361799,dockets/44099327/,1834
1776581364828,clusters/10515946/,24327
1776581366599,courts/cand/,671
1776581368091,dockets/4818296/,3111
1776581369308,opinions/3938792/,100
1776581372242,courts/cafc/,637
1776581373762,dockets/13489854/,3090
1776581376251,clusters/5442104/,1508
1776581377684,courts/ca9/,605
1776581378946,dockets/57805803/,1740
1776581380400,opinions/8911493/,120
1776581381837,clusters/3020854/,1299
1776581383069,courts/ca2/,621
1776581384472,dockets/51344227/,1853
1776581385817,opinions/4040454/,135
1776581387039,clusters/3895476/,5691
1776581388814,courts/ca8/,607
1776581390149,dockets/1261302/,1641
1776581391662,opinions/7805655/,12439
1776581392925,clusters/2650392/,1418
1776581393905,courts/ca11/,624
1776581395240,dockets/40151804/,1775
1776581396667,opinions/7118723/,126
1776581397910,clusters/5068761/,1608
1776581398953,courts/cadc/,632
1776581400349,dockets/14314760/,2951
1776581403807,courts/cadc/,632
1776581407703,clusters/10173813/,1292
1776581408958,courts/ca9/,605
1776581410457,dockets/30885968/,1846
1776581411825,opinions/5910965/,110
1776581412852,clusters/4204820/,8149
1776581414117,courts/ca4/,633
1776581415374,dockets/5291209/,1788
1776581416609,opinions/7395786/,99
1776581417859,clusters/2204725/,2681
1776581419084,courts/ca9/,605
1776581420268,dockets/55767882/,1757
1776581422910,opinions/2217274/,117
1776581424411,clusters/6138071/,1785
1776581426019,courts/ca8/,607
1776581427469,dockets/34489941/,1698
1776581429039,opinions/8084066/,1264
1776581430328,clusters/5682699/,2122
1776581431612,courts/nysd/,917
1776581433150,dockets/18892087/,2921
1776581434611,opinions/3785187/,2166
1776581436029,clusters/6667459/,2986
1776581437564,courts/ilnd/,689
1776581438855,dockets/52958902/,1698
1776581439945,opinions/9002190/,107
1776581442055,courts/cadc/,632
1776581443506,dockets/49858349/,1722
1776581444797,opinions/3922881/,97
1776581445998,clusters/9418853/,1291
1776581447340,courts/caed/,770
1776581448377,dockets/8484848/,2899
1776581449923,opinions/7789117/,1858
1776581451221,clusters/6850068/,16416
1776581452474,courts/ca1/,605
1776581454030,dockets/40851123/,1751
1776581455590,opinions/1948179/,123
1776581457023,clusters/2276066/,3062
1776581458430,courts/ca11/,624
1776581460021,dockets/72503410/,1824
1776581464451,courts/cand/,671
1776581465777,dockets/37546087/,1836
1776581466881,opinions/6216462/,152
1776581468168,clusters/3961313/,1972
1776581469669,courts/ca3/,605
1776581471150,dockets/49302864/,1721
1776581472620,opinions/10818399/,123
1776581473851,clusters/3184460/,3462
1776581475319,courts/nysd/,917
1776581477923,opinions/10018447/,20273
1776581479111,clusters/5595356/,2604
1776581480159,courts/ca4/,633
1776581481618,dockets/27542227/,1812
1776581484097,clusters/3909070/,28523
1776581485180,courts/ca4/,633
1776581489097,clusters/9063312/,1631
1776581490319,courts/ca5/,605
1776581491482,dockets/3460154/,1677
1776581492623,opinions/6010309/,98
1776581493889,clusters/5431984/,1525
1776581494848,courts/ca8/,607
1776581495813,dockets/56500370/,1702
1776581498286,clusters/6074007/,1857
1776581499449,courts/ca3/,605
1776581500741,dockets/29735905/,1707
1776581502218,opinions/727545/,112
1776581505059,courts/nysd/,917
1776581506445,dockets/4180969/,3264
1776581507850,opinions/8035983/,12054
1776581509125,clusters/1811299/,2421
1776581510478,courts/nysd/,917
1776581511652,dockets/10843515/,1734
1776581512977,opinions/2488629/,114
1776581514035,clusters/10621265/,1277
1776581515385,courts/ca10/,618
1776581516877,dockets/71210134/,1661
1776581518320,opinions/8481740/,104
1776581520278,courts/ilnd/,689
1776581521728,dockets/28859908/,1883
1776581524230,clusters/7608450/,1709
1776581525498,courts/ca3/,605
1776581526686,dockets/41946204/,1816
1776581528058,opinions/6279730/,6304
1776581529285,clusters/7956895/,2068
1776581530480,courts/ca2/,621
1776581531625,dockets/12960659/,3095
1776581532924,opinions/6251977/,5244
1776581534116,clusters/9839252/,1289
1776581535597,courts/ilnd/,689
1776581536814,dockets/16405606/,1838
1776581539666,clusters/863122/,1342
1776581541134,courts/caed/,770
1776581542200,dockets/13905033/,1766
1776581543591,opinions/3569165/,102
1776581544921,clusters/1815604/,1594
1776581546159,courts/ilnd/,689
1776581547401,dockets/37388793/,1667
1776581549787,clusters/10430795/,19389
1776581551386,courts/ilnd/,689
1776581552483,dockets/35896227/,1676
1776581553651,opinions/4584717/,102
1776581554957,clusters/5701312/,3141
1776581556302,courts/ca5/,605
1776581559386,opinions/1167450/,113
1776581560814,clusters/514341/,1733
1776581561940,courts/txnd/,694
1776581563105,dockets/56348964/,1674
1776581564428,opinions/2640890/,101
1776581565699,clusters/9522640/,1343
1776581567323,courts/ca1/,605
1776581568340,dockets/6679009/,1908
1776581570149,opinions/4565129/,115
1776581571405,clusters/10185046/,1315
1776581572546,courts/ca8/,607
1776581573854,dockets/68765958/,1685
1776581574876,opinions/7212754/,102
1776581576301,clusters/9951142/,1280
1776581577547,courts/ca9/,605
1776581578703,dockets/53051355/,1730
1776581581231,clusters/3543919/,9901
1776581582783,courts/ca8/,607
1776581584017,dockets/16104027/,1680
1776581586124,clusters/8935250/,1609
1776581587574,courts/txnd/,694
1776581588951,dockets/47535514/,1849
1776581591249,clusters/7713397/,1563
1776581592574,courts/ca10/,618
1776581595113,opinions/10739796/,111
1776581596121,clusters/349915/,1386
1776581597591,courts/ca5/,605
1776581599047,dockets/61753161/,1657
1776581600359,opinions/6070881/,101
1776581601651,clusters/4082174/,2845
1776581602789,courts/cadc/,632
1776581604089,dockets/53118907/,1702
1776581606677,clusters/2820799/,3819
1776581607844,courts/ca3/,605
1776581610695,opinions/5861545/,102
1776581612252,clusters/10828737/,1458
1776581613725,courts/ca7/,609
1776581614982,dockets/34355474/,1697
1776581616052,opinions/10106578/,122
1776581617496,clusters/1264219/,2602
1776581618691,courts/cand/,671
1776581621214,opinions/7531381/,98
1776581622634,clusters/10787613/,1447
1776581623997,courts/caed/,770
1776581625207,dockets/42431445/,1868
1776581626222,opinions/1145654/,104
1776581627576,clusters/4608260/,1409
1776581629205,courts/ca11/,624
1776581630343,dockets/41662237/,1843
1776581633117,clusters/1287333/,2934
1776581634555,courts/ca2/,621
1776581636847,opinions/9736312/,102
1776581638262,clusters/688247/,1783
1776581639416,courts/cacd/,672
1776581640627,dockets/43154592/,1862
1776581641953,opinions/8411548/,127
1776581643117,clusters/1736474/,1647
1776581644965,courts/ca10/,618
1776581646418,dockets/11318465/,2916
1776581647584,opinions/2895059/,123
1776581649013,clusters/7372275/,3905
1776581650789,courts/caed/,770
1776581651969,dockets/50043346/,1884
1776581653502,opinions/6499772/,107
1776581655115,clusters/10030861/,43970
1776581656734,courts/ca10/,618
1776581657706,dockets/12684374/,3024
1776581658894,opinions/6485472/,111
1776581662021,courts/caed/,770
1776581663438,dockets/44743096/,1806
1776581664635,opinions/11133564/,110
1776581667237,courts/cadc/,632
1776581668222,dockets/11370794/,2941
1776581669435,opinions/6319631/,101
1776581670671,clusters/2144024/,2334
1776581671907,courts/txnd/,694
1776581673037,dockets/56828641/,1768
1776581674436,opinions/305858/,155
1776581675483,clusters/3593557/,1236
1776581676765,courts/cand/,671
1776581677787,dockets/18463710/,1661
1776581678932,opinions/4962568/,47252
1776581680173,clusters/9055851/,2148
1776581681733,courts/txnd/,694
1776581682847,dockets/45199749/,1906
1776581684308,opinions/10368848/,114
1776581685542,clusters/2722057/,1267
1776581686561,courts/caed/,770
1776581687820,dockets/22218291/,1827
1776581689212,opinions/733038/,115
1776581690576,clusters/3985096/,2154
1776581691920,courts/caed/,770
1776581692976,dockets/60254092/,1767
1776581694186,opinions/4012582/,111
1776581695644,clusters/7868777/,2011
1776581696987,courts/ca6/,629
1776581699773,opinions/7745705/,105
1776581701214,clusters/8437375/,2741
1776581702561,courts/ca5/,605
1776581703853,dockets/18575537/,1882
1776581705348,opinions/875432/,113
1776581706840,clusters/9303650/,3714
1776581708322,courts/txnd/,694
1776581709799,dockets/38260511/,1835
1776581710963,opinions/2689595/,104
1776581712263,clusters/2472101/,3904
1776581713783,courts/ca2/,621
1776581715257,dockets/29801437/,1763
1776581717780,clusters/893503/,1283
1776581719043,courts/ca11/,624
1776581720081,dockets/10952897/,2984
1776581721186,opinions/472909/,103
1776581723745,courts/ca4/,633
1776581724859,dockets/38504301/,1763
1776581726188,opinions/7926479/,99
1776581728793,courts/caed/,770
1776581729729,dockets/10633504/,2927
1776581730967,opinions/3618087/,3732
1776581732407,clusters/10215313/,1404
1776581733734,courts/ca3/,605
1776581735163,dockets/31895532/,1684
1776581736386,opinions/801103/,109
1776581737735,clusters/10449028/,23932
1776581739436,courts/ca3/,605
1776581740920,dockets/67085943/,2007
1776581742243,opinions/275740/,154
1776581743436,clusters/2408820/,3970
1776581744705,courts/scotus/,600
1776581745877,dockets/32287986/,1770
1776581747263,opinions/3142606/,102
1776581748239,clusters/6049928/,1838
1776581749420,courts/txnd/,694
1776581750732,dockets/68131951/,1836
1776581752074,opinions/6550727/,33131
1776581753312,clusters/6490792/,2393
1776581754954,courts/ca8/,607
1776581756482,dockets/47928329/,1903
1776581761729,opinions/5784826/,99
1776581763411,clusters/1739192/,1481
1776581764680,courts/ca10/,618
1776581765931,dockets/47284778/,1680
1776581769686,courts/cand/,671
1776581771047,dockets/18099608/,2783
1776581773159,clusters/3382136/,2721
1776581774392,courts/ca6/,629
1776581775961,dockets/42358554/,1849
1776581777279,opinions/8646702/,106
1776581778549,clusters/7942331/,1914
1776581779803,courts/ca6/,629
1776581781069,dockets/6416149/,1812
1776581782368,opinions/5568773/,97
1776581783764,clusters/7330828/,1803
1776581785077,courts/nysd/,917
1776581788254,dockets/51894583/,1853
1776581789393,opinions/3134273/,119
1776581790747,clusters/8712004/,2263
1776581791990,courts/ca2/,621
1776581793344,dockets/10593404/,2826
1776581795537,clusters/1721308/,1503
1776581796677,courts/ca9/,605
1776581797738,dockets/57192332/,1807
1776581798888,opinions/7447547/,99
1776581800002,clusters/5914964/,1900
1776581801348,courts/cafc/,637
1776581802646,dockets/7698470/,1930
1776581803772,opinions/10695686/,140
1776581806280,courts/scotus/,600
1776581807604,dockets/58810562/,1668
1776581808735,opinions/1127989/,115
1776581810307,clusters/6075879/,1719
1776581811598,courts/cacd/,672
1776581812789,dockets/20594122/,1767
1776581814273,opinions/6223752/,140
1776581815572,clusters/9628810/,1251
1776581816713,courts/ca11/,624
1776581817935,dockets/37405108/,1832
1776581819227,opinions/1903352/,108
1776581820263,clusters/8686325/,1726
1776581821513,courts/ilnd/,689
1776581822853,dockets/34935502/,1840
1776581824938,opinions/3599895/,1580
1776581826202,clusters/8240972/,1297
1776581827403,courts/ca4/,633
1776581828884,dockets/60672143/,1765
1776581832361,courts/ca10/,618
1776581833732,dockets/8715976/,2757
1776581835059,opinions/4871471/,30462
1776581838220,courts/ca5/,605
1776581839727,dockets/68284041/,1763
1776581840834,opinions/3371892/,129
1776581842023,clusters/8288313/,1473
1776581843129,courts/ilnd/,689
1776581845764,opinions/9255100/,107
1776581847205,clusters/1103071/,1574
1776581848435,courts/cand/,671
1776581849745,dockets/54953238/,1827
1776581851165,opinions/1237332/,158
1776581852423,clusters/1244283/,3042
1776581853914,courts/txnd/,694
1776581858108,clusters/8436655/,1245
1776581859838,courts/ca1/,605
1776581861109,dockets/69538492/,1718
1776581862396,opinions/2762488/,110
1776581865141,courts/txnd/,694
1776581866560,dockets/10584398/,2919
1776581867872,opinions/10654490/,10670
1776581869161,clusters/10486136/,23820
1776581870524,courts/ilnd/,689
1776581871694,dockets/22633928/,1871
1776581873332,opinions/9741632/,108
1776581874790,clusters/10152547/,1307
1776581876093,courts/cacd/,672
1776581877205,dockets/3808226/,1643
1776581878460,opinions/10761808/,104
1776581879522,clusters/3536778/,2966
1776581880903,courts/cafc/,637
1776581882088,dockets/4064905/,1669
1776581884813,clusters/5068299/,1650
1776581886185,courts/cadc/,632
1776581887379,dockets/9794274/,2984
1776581888739,opinions/2652150/,118
1776581889880,clusters/3422939/,2783
1776581891156,courts/ca4/,633
1776581892679,dockets/42857921/,1851
1776581896866,courts/ca3/,605
1776581898046,dockets/62608889/,1681
1776581899805,opinions/7542970/,96
1776581900916,clusters/4868950/,1458
1776581902264,courts/caed/,770
1776581903563,dockets/21434526/,1813
1776581905056,opinions/9691981/,100
1776581906343,clusters/2673323/,3104
1776581907509,courts/txnd/,694
1776581908766,dockets/41411603/,1867
1776581909924,opinions/1510774/,30524
1776581911385,clusters/4038757/,1262
1776581912595,courts/ca11/,624
1776581913766,dockets/37763009/,1842
1776581916361,clusters/4794063/,1232
1776581917744,courts/ca3/,605
1776581918985,dockets/35496952/,1805
1776581921641,clusters/858284/,5940
1776581922962,courts/ca6/,629
1776581924060,dockets/38735465/,1752
1776581925061,opinions/8460004/,115
1776581926453,clusters/10456259/,23787
1776581928757,courts/ca3/,605
1776581929922,dockets/12976370/,3005
1776581932341,clusters/6133858/,2246
1776581933662,courts/ca6/,629
1776581935081,dockets/53873263/,1794
1776581936380,opinions/760065/,119
1776581938292,clusters/7948108/,6540
1776581939657,courts/ca4/,633
1776581941004,dockets/69190009/,1680
1776581942034,opinions/10285577/,144
1776581943392,clusters/10343162/,1359
1776581944769,courts/ca9/,605
1776581946132,dockets/68090665/,1847
1776581947658,opinions/8931181/,108
1776581948837,clusters/7967376/,2175
1776581950139,courts/ca11/,624
1776581951451,dockets/14710879/,1846
1776581953049,opinions/9792897/,135
1776581955683,courts/caed/,770
1776581959605,clusters/8795160/,1834
1776581960946,courts/caed/,770
1776581962389,dockets/51028284/,1773
1776581966109,courts/scotus/,600
1776581967376,dockets/56207741/,1827
1776581970438,clusters/10258900/,1310
1776581971963,courts/ca1/,605
1776581973422,dockets/69616483/,1798
1776581974640,opinions/5453427/,5335
1776581975992,clusters/6322071/,1902
1776581977454,courts/ca5/,605
1776581978716,dockets/71555104/,1802
1776581980029,opinions/5943950/,98
1776581982815,courts/ca8/,607
1776581984234,dockets/25805260/,1900
1776581985582,opinions/4680951/,134
1776581986754,clusters/4993144/,2616
1776581988191,courts/ca6/,629
1776581989397,dockets/65632883/,1655
1776581990616,opinions/5851947/,124
1776581992148,clusters/4587857/,2923
1776581993423,courts/cacd/,672
1776581994617,dockets/50961691/,1828
1776581996123,opinions/6619157/,12959
1776581997990,clusters/2457462/,2557
1776581999266,courts/ca9/,605
1776582000758,dockets/10607152/,2924
1776582002250,opinions/7421840/,103
1776582004092,clusters/3590103/,2116
1776582005148,courts/ilnd/,689
1776582008212,opinions/2303059/,103
1776582010094,clusters/4014487/,1590
1776582011320,courts/txnd/,694
1776582012476,dockets/31250795/,1671
1776582013604,opinions/6934047/,122
1776582017102,courts/scotus/,600
1776582018577,dockets/21198493/,1727
1776582020972,clusters/3346316/,1654
1776582022387,courts/ca9/,605
1776582023630,dockets/7940668/,1859
1776582026538,opinions/1500902/,114
1776582027715,clusters/625761/,1282
1776582029884,courts/ca5/,605
1776582031006,dockets/23593961/,1683
1776582032906,opinions/609682/,3186
1776582034045,clusters/8311163/,2876
1776582035231,courts/ca9/,605
1776582036769,dockets/1243819/,1685
1776582038122,opinions/10113021/,108
1776582039675,clusters/4774153/,1470
1776582041009,courts/ilnd/,689
1776582042356,dockets/18012012/,1625
1776582043930,opinions/7852086/,124
1776582045440,clusters/5547959/,1981
1776582046624,courts/nysd/,917
1776582048045,dockets/24991217/,1792
1776582049228,opinions/5655804/,99
1776582050572,clusters/3240709/,4023
1776582051631,courts/cadc/,632
1776582053037,dockets/69159800/,1645
1776582054269,opinions/6724866/,118
1776582055314,clusters/2359076/,3200
