timestamp,key,size
1775969034660,bill/108/hr/4222,2600
1775969036032,bill/102/hres/13,2233
1775969037381,amendment/119/samdt/768,1667
1775969038663,amendment/119/samdt/278,1662
1775969039955,roll-call-vote/119/house/2/482,67
1775969041158,bill/119/sconres/4156,231
1775969042395,amendment/119/hamdt/1413,244
1775969043621,bill/96/sconres/1093,230
1775969044863,bill/119/hjres/7613,229
1775969046105,roll-call-vote/119/house/1/65,66
1775969047328,amendment/94/samdt/826,242
1775969048554,bill/119/hr/5171,2738
1775969049889,roll-call-vote/119/senate/2/38,0
1775969060896,amendment/119/samdt/196,1916
1775969062413,roll-call-vote/119/house/2/448,67
1775969063629,roll-call-vote/113/senate/1/509,68
1775969064846,amendment/119/samdt/339,1664
1775969066144,amendment/119/hamdt/2235,244
1775969067373,bill/119/sconres/4844,231
1775969068604,bill/106/hjres/3637,229
1775969069836,bill/119/sconres/7127,231
1775969071064,bill/94/s/3328,2057
1775969072364,bill/114/hjres/256,228
1775969073609,bill/118/sres/286,2747
1775969074940,bill/119/sconres/5934,231
1775969076188,bill/119/hjres/7372,229
1775969077442,roll-call-vote/119/house/1/543,67
1775969078658,bill/119/hconres/4090,231
1775969079888,roll-call-vote/119/house/2/531,67
1775969081092,bill/119/hconres/4265,231
1775969082334,amendment/119/samdt/2843,1835
1775969083634,roll-call-vote/119/house/1/76,66
1775969084857,bill/107/s/2619,2519
1775969086205,amendment/110/samdt/1229,1526
1775969087537,roll-call-vote/106/senate/1/125,68
1775969088764,roll-call-vote/108/senate/1/370,68
1775969089983,bill/119/hjres/1413,229
1775969091222,bill/119/sres/8613,228
1775969092462,bill/119/s/2054,2024
1775969093577,roll-call-vote/115/senate/2/132,68
1775969094789,roll-call-vote/119/house/1/444,67
1775969096017,bill/119/s/8489,225
1775969097251,bill/119/sconres/3695,231
1775969098486,bill/102/s/2053,2223
1775969099786,bill/101/hjres/2481,229
1775969101025,amendment/119/hamdt/2425,244
1775969102264,roll-call-vote/119/senate/1/30,67
1775969103477,bill/117/hconres/1727,231
1775969104722,amendment/119/hamdt/2040,244
1775969105957,roll-call-vote/119/senate/2/251,68
1775969107170,amendment/102/samdt/299,2324
1775969108486,amendment/119/samdt/1984,1631
1775969109780,bill/119/hjres/5122,229
1775969111007,roll-call-vote/119/senate/2/134,68
1775969112216,amendment/119/hamdt/1308,244
1775969113466,bill/119/sres/4062,228
1775969114701,bill/119/hres/6851,228
1775969115953,bill/98/sconres/4733,230
1775969117180,amendment/119/hamdt/2041,244
1775969118434,roll-call-vote/119/senate/2/24,67
1775969119645,bill/119/sres/3945,228
1775969120879,bill/119/hr/4610,2637
1775969122180,bill/113/sres/2341,228
1775969123421,bill/106/hjres/2167,229
1775969124655,amendment/104/hamdt/1641,244
1775969125871,bill/119/sconres/4729,231
1775969127112,bill/119/hconres/1947,231
1775969128354,bill/119/sconres/5556,231
1775969129594,bill/119/hjres/3262,229
1775969130831,amendment/119/hamdt/186,243
1775969132121,bill/118/sres/4255,228
1775969133349,bill/109/hjres/2687,229
1775969134592,roll-call-vote/119/senate/2/608,68
1775969135797,bill/110/sres/4612,228
1775969137055,bill/104/sconres/898,230
1775969138296,roll-call-vote/119/house/2/272,67
1775969139513,roll-call-vote/119/house/1/598,67
1775969140745,bill/119/hres/2422,228
1775969141993,amendment/119/hamdt/782,243
1775969143226,bill/119/hjres/6766,229
1775969144484,amendment/119/samdt/2980,1539
1775969145772,bill/119/sjres/5326,229
1775969147025,roll-call-vote/119/senate/2/178,68
1775969148254,bill/119/sconres/4332,231
1775969149497,amendment/119/hamdt/1143,244
1775969150722,bill/119/hconres/4736,231
1775969151962,amendment/108/samdt/1966,2462
1775969153376,bill/118/hconres/2358,231
1775969154623,bill/105/hres/2828,228
1775969155863,roll-call-vote/110/house/2/81,66
1775969157081,bill/119/hconres/7850,231
1775969158314,bill/101/hconres/1125,231
1775969159567,bill/100/sjres/416,228
1775969160793,amendment/119/hamdt/216,243
1775969162038,bill/119/sres/1648,228
1775969163259,amendment/119/hamdt/1667,244
1775969164475,amendment/108/samdt/2665,1534
1775969165867,bill/103/hconres/485,230
1775969167304,roll-call-vote/119/house/1/180,67
1775969168532,bill/94/hres/4059,227
1775969169762,bill/102/hr/76,2501
1775969171072,bill/103/hconres/3723,231
1775969172316,roll-call-vote/119/senate/1/517,68
1775969173528,bill/119/s/5418,225
1775969174792,bill/119/hconres/3051,231
1775969176051,bill/119/hconres/3165,231
1775969177283,bill/105/hres/4222,228
1775969178509,bill/119/s/3028,2530
1775969179788,roll-call-vote/119/house/1/268,67
1775969181101,bill/119/hconres/5401,231
1775969182323,bill/93/hconres/2946,230
1775969183559,amendment/119/hamdt/1907,244
1775969184784,bill/119/hconres/1924,231
1775969186007,amendment/104/hamdt/898,2098
1775969187322,roll-call-vote/119/senate/2/426,68
1775969188542,amendment/117/hamdt/1014,244
1775969189787,amendment/119/hamdt/2153,244
1775969191036,bill/95/s/506,2338
1775969192424,amendment/99/hamdt/674,1734
1775969193729,bill/119/s/3366,2335
1775969195059,amendment/119/samdt/228,1876
1775969196180,bill/119/sres/946,227
1775969197426,bill/102/hr/3244,2559
1775969198844,bill/119/sjres/1197,229
1775969200084,bill/119/s/8867,225
1775969201326,roll-call-vote/103/senate/1/294,68
1775969202533,bill/117/hres/3068,228
1775969203779,roll-call-vote/119/senate/2/83,67
1775969205001,amendment/110/hamdt/2677,244
1775969206226,roll-call-vote/119/senate/1/229,68
1775969207453,amendment/102/samdt/2759,2331
1775969211643,amendment/119/samdt/941,1709
1775969212930,bill/119/hconres/3089,231
1775969214168,roll-call-vote/104/house/2/630,67
1775969215367,amendment/93/hamdt/845,242
1775969216627,bill/119/sres/798,227
1775969217882,bill/119/sres/3840,228
1775969219126,bill/117/hr/1148,3191
1775969220655,bill/119/sconres/5254,231
1775969221892,bill/114/sjres/3388,229
1775969223150,bill/119/hjres/7000,229
1775969224380,bill/119/sconres/6245,231
1775969225626,amendment/119/samdt/1673,1628
1775969227000,bill/119/sres/3949,228
1775969228242,amendment/119/hamdt/1897,244
1775969229477,roll-call-vote/119/senate/1/398,68
1775969230687,bill/119/s/7370,225
1775969231926,amendment/119/hamdt/212,243
1775969233164,bill/112/hr/597,3084
1775969234582,bill/116/sjres/3928,229
1775969235822,bill/102/hr/1736,2560
1775969237246,roll-call-vote/104/senate/1/619,68
1775969238467,amendment/119/hamdt/2262,244
1775969239717,bill/119/sres/8744,228
1775969240965,amendment/119/samdt/2101,1632
1775969242252,roll-call-vote/119/senate/2/209,68
1775969243577,bill/119/sjres/2391,229
1775969244825,bill/119/hres/4837,228
1775969246066,bill/119/hres/4027,228
1775969247293,bill/114/sconres/2109,231
1775969248538,amendment/119/samdt/1888,1664
1775969249928,bill/98/hjres/4478,228
1775969251164,bill/110/hr/4293,2599
1775969252458,bill/119/hr/105,2786
1775969253576,bill/100/s/1238,2031
1775969254876,bill/119/sconres/991,230
1775969256125,amendment/112/samdt/2701,1658
1775969257419,bill/119/hres/195,2965
1775969258535,bill/110/hconres/141,2475
1775969259831,bill/106/hjres/877,228
1775969261072,roll-call-vote/119/house/1/635,67
1775969262315,bill/101/hres/648,227
1775969263556,bill/119/sjres/3701,229
1775969264780,bill/95/hr/766,2060
1775969266081,bill/119/sres/920,227
1775969267318,amendment/95/samdt/1778,243
1775969268588,amendment/119/hamdt/2164,244
1775969269809,roll-call-vote/119/senate/2/48,67
1775969273801,roll-call-vote/109/house/1/323,67
1775969275032,bill/119/hjres/6526,229
1775969276668,roll-call-vote/119/house/2/694,67
1775969277895,roll-call-vote/119/house/1/513,67
1775969279120,amendment/119/hamdt/1791,244
1775969280354,bill/119/hres/5348,228
1775969281593,bill/119/sres/8039,228
1775969282823,bill/119/hres/7076,228
1775969284072,bill/119/hres/1405,228
1775969285317,amendment/119/hamdt/2921,244
1775969286555,bill/119/hres/2528,228
1775969287793,amendment/119/hamdt/375,243
1775969289027,bill/119/sconres/4420,231
1775969290259,bill/119/hres/7354,228
1775969291499,bill/119/s/431,2182
1775969292618,bill/119/sconres/6312,231
1775969293866,bill/119/s/3978,2218
1775969294982,bill/119/hres/2778,228
1775969296221,bill/119/sres/2391,228
1775969297471,bill/119/hres/4912,228
1775969298784,bill/119/hconres/4041,231
1775969300025,amendment/119/hamdt/1876,244
1775969301275,bill/119/hres/5444,228
1775969302518,amendment/119/samdt/1804,1664
1775969303793,bill/113/hjres/2462,229
1775969305017,bill/99/sres/2574,227
1775969306236,bill/119/sconres/4776,231
1775969307481,amendment/111/hamdt/1335,244
1775969308719,bill/105/sconres/933,230
1775969309942,roll-call-vote/119/house/1/473,67
1775969311181,roll-call-vote/119/senate/1/419,68
1775969312397,amendment/119/samdt/992,1701
1775969313731,bill/119/hres/6177,228
1775969314980,bill/108/hres/4378,228
1775969316219,bill/115/hres/4454,228
1775969317462,bill/115/s/896,2580
1775969318854,amendment/104/hamdt/2651,244
1775969320104,amendment/119/samdt/1359,1637
1775969321519,roll-call-vote/119/house/1/265,67
1775969322736,bill/110/sjres/3652,229
1775969323980,bill/119/hjres/5652,229
1775969325211,roll-call-vote/119/senate/2/88,67
1775969326409,bill/97/sconres/2556,230
1775969327651,bill/109/sres/2854,228
1775969328902,bill/119/sres/5226,228
1775969330139,bill/119/s/371,2711
1775969331255,amendment/114/hamdt/1000,2225
1775969332741,bill/119/sconres/6986,231
1775969333985,roll-call-vote/119/senate/1/191,68
1775969335201,amendment/119/hamdt/2516,244
1775969336442,roll-call-vote/119/senate/2/5,66
1775969337683,amendment/119/hamdt/2365,244
1775969338928,bill/98/sconres/2671,230
1775969340175,bill/119/sres/8647,228
1775969341430,roll-call-vote/119/senate/2/602,68
1775969342667,bill/119/sres/2827,228
1775969343913,amendment/102/hamdt/2753,244
1775969345142,bill/119/hconres/1917,231
1775969346384,bill/109/hres/3427,228
1775969347630,bill/119/hres/3044,228
1775969348872,bill/119/hjres/2734,229
1775969350100,bill/119/sconres/7390,231
1775969351346,amendment/93/samdt/560,242
1775969352597,bill/119/sres/6704,228
1775969353828,amendment/119/samdt/2002,1636
1775969355206,bill/119/sjres/4786,229
1775969356439,bill/119/hconres/2756,231
1775969357671,amendment/119/samdt/2252,1485
1775969358998,bill/119/hconres/8899,231
1775969360247,amendment/119/hamdt/2945,244
1775969361484,bill/119/hres/1678,228
1775969362717,amendment/100/samdt/133,2564
1775969364055,bill/119/s/7194,225
1775969365286,roll-call-vote/119/house/1/603,67
1775969366500,amendment/112/samdt/680,1739
1775969367823,amendment/119/hamdt/244,243
1775969369059,bill/119/hjres/5303,229
1775969370285,roll-call-vote/119/senate/1/139,68
1775969371504,roll-call-vote/102/senate/1/136,68
1775969372734,bill/119/sjres/6435,229
1775969373961,bill/119/hconres/6787,231
1775969375201,bill/119/s/6601,225
1775969376444,bill/119/sconres/7450,231
1775969377692,roll-call-vote/119/house/1/470,67
1775969378909,amendment/95/samdt/893,242
1775969380155,roll-call-vote/116/senate/2/291,68
1775969381367,bill/119/sres/5632,228
1775969382613,roll-call-vote/102/house/2/17,66
1775969383810,bill/107/sres/6,2374
1775969385134,roll-call-vote/119/house/2/163,67
1775969386348,roll-call-vote/103/senate/2/85,67
1775969387568,bill/98/hr/3247,2100
1775969388999,amendment/117/hamdt/1759,244
1775969390232,amendment/93/hamdt/1954,243
1775969391475,bill/119/sres/153,2500
1775969392598,bill/119/s/6920,225
1775969393838,amendment/119/hamdt/1570,244
1775969395088,bill/96/sconres/3012,230
1775969396321,roll-call-vote/119/house/1/71,66
1775969397534,bill/119/hjres/7211,229
1775969398764,bill/119/hjres/6746,229
1775969399992,amendment/119/hamdt/356,243
1775969401239,roll-call-vote/119/house/2/360,67
1775969402476,roll-call-vote/119/house/1/284,67
1775969403703,amendment/119/samdt/2829,1839
1775969405015,bill/102/sjres/4242,229
1775969406261,amendment/119/samdt/1211,1708
1775969407548,amendment/118/hamdt/2028,244
1775969408776,bill/119/s/8656,225
1775969409992,roll-call-vote/119/senate/2/136,68
1775969411217,bill/106/sconres/4476,231
1775969412459,amendment/117/hamdt/69,2614
1775969414133,bill/119/sjres/653,228
1775969415393,roll-call-vote/113/senate/2/434,68
1775969416609,amendment/119/hamdt/1137,244
1775969417851,bill/119/sjres/2546,229
1775969419076,bill/119/s/5082,225
1775969420478,amendment/100/hamdt/1002,244
1775969421705,bill/119/sres/902,227
1775969422959,bill/116/hjres/979,228
1775969424195,bill/119/hr/2685,2837
1775969425511,bill/119/hconres/2736,231
1775969426751,bill/101/s/241,2308
1775969428118,bill/119/s/4309,225
1775969429359,amendment/119/hamdt/2033,244
1775969430602,bill/119/sres/2735,228
1775969431823,bill/119/s/1890,2324
1775969432938,bill/119/hr/202,2927
1775969434051,bill/119/hres/2459,228
1775969435296,bill/94/hres/1840,227
1775969436539,bill/119/sconres/4445,231
1775969437760,amendment/119/hamdt/2057,244
1775969439001,amendment/119/hamdt/2113,244
1775969440243,roll-call-vote/103/senate/2/319,68
1775969441460,bill/119/hr/6045,2670
1775969442574,bill/119/hconres/3975,231
1775969443817,bill/119/sres/3202,228
1775969445060,amendment/119/hamdt/617,243
1775969446288,bill/119/sjres/8873,229
1775969447523,bill/93/sconres/12,2802
1775969448839,amendment/119/samdt/426,1664
1775969450126,bill/106/sres/491,227
1775969451363,roll-call-vote/119/senate/1/45,67
1775969452580,roll-call-vote/117/senate/2/470,68
1775969453804,roll-call-vote/119/house/1/653,67
1775969455005,amendment/119/hamdt/1782,244
1775969456249,amendment/119/samdt/1070,1708
1775969457527,roll-call-vote/113/senate/2/464,68
1775969458751,bill/119/sjres/2231,229
1775969459990,amendment/119/hamdt/433,243
1775969461205,bill/119/hres/1979,228
1775969462432,bill/99/sres/2526,227
1775969463670,bill/95/hjres/2493,228
1775969464912,amendment/94/hamdt/1343,243
1775969466139,bill/104/hres/4207,228
1775969467377,bill/119/hjres/510,228
1775969468595,roll-call-vote/118/house/1/474,67
1775969469830,bill/96/hr/506,2531
1775969471225,amendment/97/hamdt/1641,243
